Date,Hour,ED_Patients
5/3/2022,7,15
5/3/2022,8,12
5/3/2022,9,13
5/3/2022,10,27
5/3/2022,11,40
5/3/2022,12,41
5/3/2022,13,45
5/3/2022,14,52
5/3/2022,15,48
5/3/2022,16,48
5/3/2022,17,51
5/3/2022,18,57
5/3/2022,19,49
5/3/2022,20,46
5/3/2022,21,46
5/3/2022,22,39
5/3/2022,23,33
5/4/2022,0,28
5/4/2022,1,27
5/4/2022,2,22
5/4/2022,3,17
5/4/2022,4,18
5/4/2022,5,15
5/4/2022,6,14
5/4/2022,7,12
5/4/2022,8,11
5/4/2022,9,15
5/4/2022,10,29
5/4/2022,11,35
5/4/2022,12,42
5/4/2022,13,56
5/4/2022,14,56
5/4/2022,15,61
5/4/2022,16,65
5/4/2022,17,63
5/4/2022,18,60
5/4/2022,19,58
5/4/2022,20,48
5/4/2022,21,46
5/4/2022,22,41
5/4/2022,23,42
5/5/2022,0,36
5/5/2022,1,29
5/5/2022,2,19
5/5/2022,3,16
5/5/2022,4,16
5/5/2022,5,15
5/5/2022,6,20
5/5/2022,7,26
5/5/2022,8,28
5/5/2022,9,29
5/5/2022,10,28
5/5/2022,11,32
5/5/2022,12,41
5/5/2022,13,52
5/5/2022,14,51
5/5/2022,15,55
5/5/2022,16,51
5/5/2022,17,48
5/5/2022,18,43
5/5/2022,19,45
5/5/2022,20,49
5/5/2022,21,50
5/5/2022,22,51
5/5/2022,23,52
5/6/2022,0,44
5/6/2022,1,42
5/6/2022,2,38
5/6/2022,3,29
5/6/2022,4,23
5/6/2022,5,18
5/6/2022,6,16
5/6/2022,7,13
5/6/2022,8,19
5/6/2022,9,21
5/6/2022,10,24
5/6/2022,11,32
5/6/2022,12,37
5/6/2022,13,48
5/6/2022,14,52
5/6/2022,15,58
5/6/2022,16,59
5/6/2022,17,65
5/6/2022,18,68
5/6/2022,19,64
5/6/2022,20,59
5/6/2022,21,53
5/6/2022,22,52
5/6/2022,23,51
5/7/2022,0,43
5/7/2022,1,41
5/7/2022,2,30
5/7/2022,3,27
5/7/2022,4,23
5/7/2022,5,18
5/7/2022,6,16
5/7/2022,7,20
5/7/2022,8,15
5/7/2022,9,16
5/7/2022,10,25
5/7/2022,11,33
5/7/2022,12,41
5/7/2022,13,49
5/7/2022,14,44
5/7/2022,15,42
5/7/2022,16,47
5/7/2022,17,49
5/7/2022,18,43
5/7/2022,19,37
5/7/2022,20,35
5/7/2022,21,40
5/7/2022,22,39
5/7/2022,23,41
5/8/2022,0,33
5/8/2022,1,24
5/8/2022,2,21
5/8/2022,4,21
5/8/2022,5,19
5/8/2022,6,19
5/8/2022,7,15
5/8/2022,8,18
5/8/2022,9,21
5/8/2022,10,26
5/8/2022,11,31
5/8/2022,12,36
5/8/2022,13,37
5/8/2022,14,36
5/8/2022,15,41
5/8/2022,16,44
5/8/2022,17,48
5/8/2022,18,49
5/8/2022,19,47
5/8/2022,20,46
5/8/2022,21,50
5/8/2022,22,53
5/8/2022,23,53
5/9/2022,0,46
5/9/2022,1,44
5/9/2022,2,40
5/9/2022,3,28
5/9/2022,4,27
5/9/2022,5,25
5/9/2022,6,23
5/9/2022,7,20
5/9/2022,8,22
5/9/2022,9,26
5/9/2022,10,39
5/9/2022,11,48
5/9/2022,12,49
5/9/2022,13,57
5/9/2022,14,67
5/9/2022,15,68
5/9/2022,16,69
5/9/2022,17,74
5/9/2022,18,75
5/9/2022,19,69
5/9/2022,20,63
5/9/2022,21,57
5/9/2022,22,50
5/9/2022,23,52
5/10/2022,0,46
5/10/2022,1,43
5/10/2022,2,30
5/10/2022,3,26
5/10/2022,4,23
5/10/2022,5,20
5/10/2022,6,18
5/10/2022,7,13
5/10/2022,8,12
5/10/2022,9,17
5/10/2022,10,30
5/10/2022,11,40
5/10/2022,12,56
5/10/2022,13,63
5/10/2022,14,68
5/10/2022,15,66
5/10/2022,16,66
5/10/2022,17,65
5/10/2022,18,67
5/10/2022,19,66
5/10/2022,20,60
5/10/2022,21,53
5/10/2022,22,54
5/10/2022,23,50
5/11/2022,0,43
5/11/2022,1,35
5/11/2022,2,30
5/11/2022,3,23
5/11/2022,4,16
5/11/2022,5,13
5/11/2022,6,15
5/11/2022,7,9
5/11/2022,8,7
5/11/2022,9,12
5/11/2022,10,29
5/11/2022,11,37
5/11/2022,12,37
5/11/2022,13,48
5/11/2022,14,63
5/11/2022,15,63
5/11/2022,16,64
5/11/2022,17,63
5/11/2022,18,63
5/11/2022,19,60
5/11/2022,20,55
5/11/2022,21,55
5/11/2022,22,47
5/11/2022,23,39
5/12/2022,0,28
5/12/2022,1,26
5/12/2022,2,22
5/12/2022,3,16
5/12/2022,4,12
5/12/2022,5,14
5/12/2022,6,13
5/12/2022,7,14
5/12/2022,8,16
5/12/2022,9,19
5/12/2022,10,25
5/12/2022,11,34
5/12/2022,12,37
5/12/2022,13,45
5/12/2022,14,54
5/12/2022,15,54
5/12/2022,16,50
5/12/2022,17,53
5/12/2022,18,43
5/12/2022,19,48
5/12/2022,20,52
5/12/2022,21,59
5/12/2022,22,66
5/12/2022,23,60
5/13/2022,0,43
5/13/2022,1,34
5/13/2022,2,33
5/13/2022,3,28
5/13/2022,4,25
5/13/2022,5,24
5/13/2022,6,22
5/13/2022,7,26
5/13/2022,8,28
5/13/2022,9,23
5/13/2022,10,27
5/13/2022,11,44
5/13/2022,12,48
5/13/2022,13,56
5/13/2022,14,70
5/13/2022,15,72
5/13/2022,16,74
5/13/2022,17,70
5/13/2022,18,75
5/13/2022,19,67
5/13/2022,20,55
5/13/2022,21,57
5/13/2022,22,50
5/13/2022,23,46
5/14/2022,0,39
5/14/2022,1,36
5/14/2022,2,28
5/14/2022,3,23
5/14/2022,4,16
5/14/2022,5,13
5/14/2022,6,11
5/14/2022,7,13
5/14/2022,8,18
5/14/2022,9,27
5/14/2022,10,32
5/14/2022,11,38
5/14/2022,12,48
5/14/2022,13,51
5/14/2022,14,50
5/14/2022,15,50
5/14/2022,16,51
5/14/2022,17,55
5/14/2022,18,46
5/14/2022,19,45
5/14/2022,20,46
5/14/2022,21,37
5/14/2022,22,34
5/14/2022,23,38
5/15/2022,0,33
5/15/2022,1,31
5/15/2022,2,32
5/15/2022,3,28
5/15/2022,4,29
5/15/2022,5,32
5/15/2022,6,32
5/15/2022,7,29
5/15/2022,8,23
5/15/2022,9,28
5/15/2022,10,28
5/15/2022,11,24
5/15/2022,12,30
5/15/2022,13,26
5/15/2022,14,34
5/15/2022,15,37
5/15/2022,16,43
5/15/2022,17,46
5/15/2022,18,42
5/15/2022,19,41
5/15/2022,20,34
5/15/2022,21,34
5/15/2022,22,34
5/15/2022,23,32
5/16/2022,0,32
5/16/2022,1,32
5/16/2022,2,33
5/16/2022,3,25
5/16/2022,4,20
5/16/2022,5,16
5/16/2022,6,18
5/16/2022,7,19
5/16/2022,8,21
5/16/2022,9,28
5/16/2022,10,35
5/16/2022,11,51
5/16/2022,12,63
5/16/2022,13,72
5/16/2022,14,75
5/16/2022,15,83
5/16/2022,16,77
5/16/2022,17,75
5/16/2022,18,77
5/16/2022,19,75
5/16/2022,20,65
5/16/2022,21,56
5/16/2022,22,47
5/16/2022,23,42
5/17/2022,0,36
5/17/2022,1,35
5/17/2022,2,33
5/17/2022,3,28
5/17/2022,4,24
5/17/2022,5,17
5/17/2022,6,13
5/17/2022,7,13
5/17/2022,8,19
5/17/2022,9,22
5/17/2022,10,27
5/17/2022,11,30
5/17/2022,12,34
5/17/2022,13,29
5/17/2022,14,35
5/17/2022,15,32
5/17/2022,16,41
5/17/2022,17,41
5/17/2022,18,45
5/17/2022,19,49
5/17/2022,20,54
5/17/2022,21,54
5/17/2022,22,47
5/17/2022,23,39
5/18/2022,0,41
5/18/2022,1,40
5/18/2022,2,36
5/18/2022,3,30
5/18/2022,4,26
5/18/2022,5,25
5/18/2022,6,22
5/18/2022,7,19
5/18/2022,8,22
5/18/2022,9,23
5/18/2022,10,26
5/18/2022,11,43
5/18/2022,12,46
5/18/2022,13,51
5/18/2022,14,63
5/18/2022,15,58
5/18/2022,16,60
5/18/2022,17,58
5/18/2022,18,60
5/18/2022,19,59
5/18/2022,20,50
5/18/2022,21,49
5/18/2022,22,51
5/18/2022,23,50
5/19/2022,0,42
5/19/2022,1,40
5/19/2022,2,36
5/19/2022,3,25
5/19/2022,4,19
5/19/2022,5,13
5/19/2022,6,11
5/19/2022,7,10
5/19/2022,8,18
5/19/2022,9,21
5/19/2022,10,31
5/19/2022,11,37
5/19/2022,12,45
5/19/2022,13,50
5/19/2022,14,50
5/19/2022,15,51
5/19/2022,16,49
5/19/2022,17,45
5/19/2022,18,46
5/19/2022,19,46
5/19/2022,20,50
5/19/2022,21,53
5/19/2022,22,42
5/19/2022,23,38
5/20/2022,0,33
5/20/2022,1,17
5/20/2022,2,16
5/20/2022,3,10
5/20/2022,4,7
5/20/2022,5,7
5/20/2022,6,6
5/20/2022,7,8
5/20/2022,8,11
5/20/2022,9,20
5/20/2022,10,25
5/20/2022,11,32
5/20/2022,12,40
5/20/2022,13,52
5/20/2022,14,58
5/20/2022,15,56
5/20/2022,16,58
5/20/2022,17,64
5/20/2022,18,61
5/20/2022,19,60
5/20/2022,20,62
5/20/2022,21,60
5/20/2022,22,57
5/20/2022,23,52
5/21/2022,0,44
5/21/2022,1,36
5/21/2022,2,25
5/21/2022,3,15
5/21/2022,4,11
5/21/2022,5,8
5/21/2022,6,7
5/21/2022,7,7
5/21/2022,8,7
5/21/2022,9,14
5/21/2022,10,20
5/21/2022,11,30
5/21/2022,12,38
5/21/2022,13,47
5/21/2022,14,56
5/21/2022,15,65
5/21/2022,16,67
5/21/2022,17,57
5/21/2022,18,57
5/21/2022,19,55
5/21/2022,20,60
5/21/2022,21,63
5/21/2022,22,60
5/21/2022,23,55
5/22/2022,0,47
5/22/2022,1,50
5/22/2022,2,45
5/22/2022,3,38
5/22/2022,4,32
5/22/2022,5,29
5/22/2022,6,26
5/22/2022,7,19
5/22/2022,8,24
5/22/2022,9,25
5/22/2022,10,33
5/22/2022,11,43
5/22/2022,12,57
5/22/2022,13,57
5/22/2022,14,56
5/22/2022,15,62
5/22/2022,16,61
5/22/2022,17,54
5/22/2022,18,49
5/22/2022,19,46
5/22/2022,20,51
5/22/2022,21,49
5/22/2022,22,42
5/22/2022,23,43
5/23/2022,0,38
5/23/2022,1,37
5/23/2022,2,35
5/23/2022,3,24
5/23/2022,4,18
5/23/2022,5,18
5/23/2022,6,17
5/23/2022,7,17
5/23/2022,8,21
5/23/2022,9,26
5/23/2022,10,32
5/23/2022,11,36
5/23/2022,12,52
5/23/2022,13,53
5/23/2022,14,57
5/23/2022,15,61
5/23/2022,16,65
5/23/2022,17,65
5/23/2022,18,72
5/23/2022,19,74
5/23/2022,20,76
5/23/2022,21,75
5/23/2022,22,80
5/23/2022,23,70
5/24/2022,0,61
5/24/2022,1,52
5/24/2022,2,46
5/24/2022,3,38
5/24/2022,4,33
5/24/2022,5,28
5/24/2022,6,31
5/24/2022,7,31
5/24/2022,8,30
5/24/2022,9,34
5/24/2022,10,40
5/24/2022,11,45
5/24/2022,12,55
5/24/2022,13,55
5/24/2022,14,54
5/24/2022,15,55
5/24/2022,16,58
5/24/2022,17,61
5/24/2022,18,60
5/24/2022,19,61
5/24/2022,20,62
5/24/2022,21,57
5/24/2022,22,54
5/24/2022,23,50
5/25/2022,0,40
5/25/2022,1,32
5/25/2022,2,30
5/25/2022,3,21
5/25/2022,4,17
5/25/2022,5,14
5/25/2022,6,13
5/25/2022,7,11
5/25/2022,8,7
5/25/2022,9,10
5/25/2022,10,16
5/25/2022,11,21
5/25/2022,12,29
5/25/2022,13,30
5/25/2022,14,43
5/25/2022,15,49
5/25/2022,16,54
5/25/2022,17,53
5/25/2022,18,56
5/25/2022,19,57
5/25/2022,20,53
5/25/2022,21,46
5/25/2022,22,47
5/25/2022,23,42
5/26/2022,0,34
5/26/2022,1,28
5/26/2022,2,22
5/26/2022,3,17
5/26/2022,4,16
5/26/2022,5,14
5/26/2022,6,14
5/26/2022,7,14
5/26/2022,8,16
5/26/2022,9,16
5/26/2022,10,20
5/26/2022,11,28
5/26/2022,12,34
5/26/2022,13,37
5/26/2022,14,44
5/26/2022,15,44
5/26/2022,16,47
5/26/2022,17,47
5/26/2022,18,39
5/26/2022,19,38
5/26/2022,20,43
5/26/2022,21,46
5/26/2022,22,36
5/26/2022,23,31
5/27/2022,0,24
5/27/2022,1,20
5/27/2022,2,17
5/27/2022,3,15
5/27/2022,4,13
5/27/2022,5,13
5/27/2022,6,11
5/27/2022,7,10
5/27/2022,8,10
5/27/2022,9,10
5/27/2022,10,16
5/27/2022,11,26
5/27/2022,12,42
5/27/2022,13,52
5/27/2022,14,51
5/27/2022,15,51
5/27/2022,16,55
5/27/2022,17,54
5/27/2022,18,45
5/27/2022,19,42
5/27/2022,20,41
5/27/2022,21,43
5/27/2022,22,41
5/27/2022,23,37
5/28/2022,0,36
5/28/2022,1,30
5/28/2022,2,24
5/28/2022,3,21
5/28/2022,4,19
5/28/2022,5,15
5/28/2022,6,13
5/28/2022,7,12
5/28/2022,8,14
5/28/2022,9,20
5/28/2022,10,33
5/28/2022,11,45
5/28/2022,12,50
5/28/2022,13,52
5/28/2022,14,57
5/28/2022,15,63
5/28/2022,16,56
5/28/2022,17,54
5/28/2022,18,53
5/28/2022,19,42
5/28/2022,20,37
5/28/2022,21,29
5/28/2022,22,23
5/28/2022,23,25
5/29/2022,0,19
5/29/2022,1,21
5/29/2022,2,18
5/29/2022,3,16
5/29/2022,4,14
5/29/2022,5,14
5/29/2022,6,10
5/29/2022,7,10
5/29/2022,8,14
5/29/2022,9,25
5/29/2022,10,29
5/29/2022,11,32
5/29/2022,12,38
5/29/2022,13,35
5/29/2022,14,39
5/29/2022,15,47
5/29/2022,16,55
5/29/2022,17,49
5/29/2022,18,41
5/29/2022,19,37
5/29/2022,20,38
5/29/2022,21,38
5/29/2022,22,30
5/29/2022,23,29
5/30/2022,0,22
5/30/2022,1,23
5/30/2022,2,21
5/30/2022,3,14
5/30/2022,4,9
5/30/2022,5,6
5/30/2022,6,9
5/30/2022,7,12
5/30/2022,8,13
5/30/2022,9,18
5/30/2022,10,29
5/30/2022,11,39
5/30/2022,12,48
5/30/2022,13,51
5/30/2022,14,51
5/30/2022,15,55
5/30/2022,16,56
5/30/2022,17,54
5/30/2022,18,48
5/30/2022,19,49
5/30/2022,20,53
5/30/2022,21,48
5/30/2022,22,50
5/30/2022,23,45
5/31/2022,0,40
5/31/2022,1,38
5/31/2022,2,35
5/31/2022,3,27
5/31/2022,4,18
5/31/2022,5,16
5/31/2022,6,13
5/31/2022,7,15
5/31/2022,8,17
5/31/2022,9,22
5/31/2022,10,33
5/31/2022,11,45
5/31/2022,12,51
5/31/2022,13,54
5/31/2022,14,53
5/31/2022,15,59
5/31/2022,16,59
5/31/2022,17,73
5/31/2022,18,71
5/31/2022,19,70
5/31/2022,20,70
5/31/2022,21,65
5/31/2022,22,60
5/31/2022,23,49
6/1/2022,0,56
6/1/2022,1,50
6/1/2022,2,42
6/1/2022,3,33
6/1/2022,4,30
6/1/2022,5,29
6/1/2022,6,27
6/1/2022,7,23
6/1/2022,8,29
6/1/2022,9,34
6/1/2022,10,37
6/1/2022,11,43
6/1/2022,12,52
6/1/2022,13,56
6/1/2022,14,68
6/1/2022,15,67
6/1/2022,16,67
6/1/2022,17,66
6/1/2022,18,66
6/1/2022,19,74
6/1/2022,20,75
6/1/2022,21,74
6/1/2022,22,72
6/1/2022,23,59
6/2/2022,0,50
6/2/2022,1,39
6/2/2022,2,31
6/2/2022,3,23
6/2/2022,4,23
6/2/2022,5,16
6/2/2022,6,17
6/2/2022,7,16
6/2/2022,8,17
6/2/2022,9,20
6/2/2022,10,29
6/2/2022,11,37
6/2/2022,12,38
6/2/2022,13,42
6/2/2022,14,47
6/2/2022,15,48
6/2/2022,16,43
6/2/2022,17,35
6/2/2022,18,39
6/2/2022,19,45
6/2/2022,20,36
6/2/2022,21,37
6/2/2022,22,42
6/2/2022,23,43
6/3/2022,0,33
6/3/2022,1,31
6/3/2022,2,26
6/3/2022,3,25
6/3/2022,4,24
6/3/2022,5,22
6/3/2022,6,18
6/3/2022,7,14
6/3/2022,8,14
6/3/2022,9,20
6/3/2022,10,26
6/3/2022,11,28
6/3/2022,12,24
6/3/2022,13,30
6/3/2022,14,39
6/3/2022,15,56
6/3/2022,16,62
6/3/2022,17,66
6/3/2022,18,72
6/3/2022,19,74
6/3/2022,20,69
6/3/2022,21,68
6/3/2022,22,64
6/3/2022,23,55
6/4/2022,0,51
6/4/2022,1,38
6/4/2022,2,37
6/4/2022,3,26
6/4/2022,4,27
6/4/2022,5,25
6/4/2022,6,19
6/4/2022,7,20
6/4/2022,8,15
6/4/2022,9,18
6/4/2022,10,25
6/4/2022,11,34
6/4/2022,12,43
6/4/2022,13,55
6/4/2022,14,56
6/4/2022,15,63
6/4/2022,16,57
6/4/2022,17,65
6/4/2022,18,63
6/4/2022,19,65
6/4/2022,20,61
6/4/2022,21,60
6/4/2022,22,55
6/4/2022,23,59
6/5/2022,0,57
6/5/2022,1,51
6/5/2022,2,43
6/5/2022,4,43
6/5/2022,5,28
6/5/2022,6,28
6/5/2022,7,25
6/5/2022,8,23
6/5/2022,9,27
6/5/2022,10,27
6/5/2022,11,33
6/5/2022,12,42
6/5/2022,13,40
6/5/2022,14,54
6/5/2022,15,56
6/5/2022,16,56
6/5/2022,17,57
6/5/2022,18,55
6/5/2022,19,56
6/5/2022,20,58
6/5/2022,21,60
6/5/2022,22,62
6/5/2022,23,62
6/6/2022,0,51
6/6/2022,1,35
6/6/2022,2,33
6/6/2022,3,27
6/6/2022,4,22
6/6/2022,5,18
6/6/2022,6,19
6/6/2022,7,24
6/6/2022,8,27
6/6/2022,9,31
6/6/2022,10,42
6/6/2022,11,53
6/6/2022,12,68
6/6/2022,13,68
6/6/2022,14,69
6/6/2022,15,71
6/6/2022,16,76
6/6/2022,17,80
6/6/2022,18,89
6/6/2022,19,87
6/6/2022,20,80
6/6/2022,21,83
6/6/2022,22,74
6/6/2022,23,62
6/7/2022,0,51
6/7/2022,1,39
6/7/2022,2,36
6/7/2022,3,35
6/7/2022,4,29
6/7/2022,5,24
6/7/2022,6,23
6/7/2022,7,21
6/7/2022,8,27
6/7/2022,9,34
6/7/2022,10,40
6/7/2022,11,37
6/7/2022,12,47
6/7/2022,13,59
6/7/2022,14,67
6/7/2022,15,64
6/7/2022,16,65
6/7/2022,17,69
6/7/2022,18,64
6/7/2022,19,71
6/7/2022,20,65
6/7/2022,21,62
6/7/2022,22,62
6/7/2022,23,57
6/8/2022,0,46
6/8/2022,1,36
6/8/2022,2,24
6/8/2022,3,22
6/8/2022,4,15
6/8/2022,5,11
6/8/2022,6,11
6/8/2022,7,16
6/8/2022,8,18
6/8/2022,9,25
6/8/2022,10,38
6/8/2022,11,47
6/8/2022,12,50
6/8/2022,13,54
6/8/2022,14,60
6/8/2022,15,62
6/8/2022,16,67
6/8/2022,17,69
6/8/2022,18,74
6/8/2022,19,72
6/8/2022,20,74
6/8/2022,21,74
6/8/2022,22,64
6/8/2022,23,49
6/9/2022,0,41
6/9/2022,1,36
6/9/2022,2,28
6/9/2022,3,23
6/9/2022,4,22
6/9/2022,5,19
6/9/2022,6,15
6/9/2022,7,13
6/9/2022,8,20
6/9/2022,9,25
6/9/2022,10,39
6/9/2022,11,43
6/9/2022,12,43
6/9/2022,13,49
6/9/2022,14,51
6/9/2022,15,48
6/9/2022,16,57
6/9/2022,17,60
6/9/2022,18,60
6/9/2022,19,64
6/9/2022,20,60
6/9/2022,21,54
6/9/2022,22,56
6/9/2022,23,59
6/10/2022,0,60
6/10/2022,1,46
6/10/2022,2,39
6/10/2022,3,37
6/10/2022,4,31
6/10/2022,5,23
6/10/2022,6,21
6/10/2022,7,25
6/10/2022,8,24
6/10/2022,9,25
6/10/2022,10,29
6/10/2022,11,33
6/10/2022,12,35
6/10/2022,13,42
6/10/2022,14,50
6/10/2022,15,57
6/10/2022,16,68
6/10/2022,17,74
6/10/2022,18,71
6/10/2022,19,68
6/10/2022,20,67
6/10/2022,21,59
6/10/2022,22,55
6/10/2022,23,49
6/11/2022,0,41
6/11/2022,1,36
6/11/2022,2,27
6/11/2022,3,22
6/11/2022,4,13
6/11/2022,5,13
6/11/2022,6,14
6/11/2022,7,10
6/11/2022,8,16
6/11/2022,9,27
6/11/2022,10,35
6/11/2022,11,35
6/11/2022,12,35
6/11/2022,13,48
6/11/2022,14,49
6/11/2022,15,52
6/11/2022,16,47
6/11/2022,17,41
6/11/2022,18,35
6/11/2022,19,31
6/11/2022,20,33
6/11/2022,21,28
6/11/2022,22,29
6/11/2022,23,31
6/12/2022,0,23
6/12/2022,1,25
6/12/2022,2,24
6/12/2022,3,20
6/12/2022,4,18
6/12/2022,5,13
6/12/2022,6,9
6/12/2022,7,9
6/12/2022,8,11
6/12/2022,9,18
6/12/2022,10,25
6/12/2022,11,34
6/12/2022,12,42
6/12/2022,13,50
6/12/2022,14,51
6/12/2022,15,52
6/12/2022,16,47
6/12/2022,17,51
6/12/2022,18,47
6/12/2022,19,47
6/12/2022,20,50
6/12/2022,21,51
6/12/2022,22,47
6/12/2022,23,37
6/13/2022,0,31
6/13/2022,1,32
6/13/2022,2,27
6/13/2022,3,25
6/13/2022,4,19
6/13/2022,5,18
6/13/2022,6,16
6/13/2022,7,14
6/13/2022,8,15
6/13/2022,9,23
6/13/2022,10,38
6/13/2022,11,51
6/13/2022,12,56
6/13/2022,13,64
6/13/2022,14,65
6/13/2022,15,64
6/13/2022,16,62
6/13/2022,17,66
6/13/2022,18,67
6/13/2022,19,68
6/13/2022,20,57
6/13/2022,21,52
6/13/2022,22,53
6/13/2022,23,59
6/14/2022,0,50
6/14/2022,1,42
6/14/2022,2,36
6/14/2022,3,30
6/14/2022,4,28
6/14/2022,5,26
6/14/2022,6,22
6/14/2022,7,23
6/14/2022,8,26
6/14/2022,9,25
6/14/2022,10,35
6/14/2022,11,45
6/14/2022,12,55
6/14/2022,13,50
6/14/2022,14,45
6/14/2022,15,44
6/14/2022,16,42
6/14/2022,17,60
6/14/2022,18,60
6/14/2022,19,54
6/14/2022,20,51
6/14/2022,21,51
6/14/2022,22,49
6/14/2022,23,46
6/15/2022,0,36
6/15/2022,1,35
6/15/2022,2,29
6/15/2022,3,25
6/15/2022,4,21
6/15/2022,5,14
6/15/2022,6,13
6/15/2022,7,16
6/15/2022,8,16
6/15/2022,9,18
6/15/2022,10,23
6/15/2022,11,29
6/15/2022,12,37
6/15/2022,13,41
6/15/2022,14,41
6/15/2022,15,47
6/15/2022,16,41
6/15/2022,17,40
6/15/2022,18,46
6/15/2022,19,44
6/15/2022,20,48
6/15/2022,21,49
6/15/2022,22,49
6/15/2022,23,44
6/16/2022,0,40
6/16/2022,1,37
6/16/2022,2,24
6/16/2022,3,17
6/16/2022,4,13
6/16/2022,5,9
6/16/2022,6,11
6/16/2022,7,11
6/16/2022,8,11
6/16/2022,9,16
6/16/2022,10,26
6/16/2022,11,32
6/16/2022,12,40
6/16/2022,13,43
6/16/2022,14,50
6/16/2022,15,50
6/16/2022,16,49
6/16/2022,17,50
6/16/2022,18,57
6/16/2022,19,54
6/16/2022,20,58
6/16/2022,21,57
6/16/2022,22,56
6/16/2022,23,49
6/17/2022,0,42
6/17/2022,1,32
6/17/2022,2,33
6/17/2022,3,30
6/17/2022,4,28
6/17/2022,5,23
6/17/2022,6,19
6/17/2022,7,20
6/17/2022,8,24
6/17/2022,9,22
6/17/2022,10,23
6/17/2022,11,33
6/17/2022,12,33
6/17/2022,13,35
6/17/2022,14,39
6/17/2022,15,41
6/17/2022,16,40
6/17/2022,17,46
6/17/2022,18,51
6/17/2022,19,56
6/17/2022,20,56
6/17/2022,21,50
6/17/2022,22,47
6/17/2022,23,55
6/18/2022,0,47
6/18/2022,1,38
6/18/2022,2,31
6/18/2022,3,26
6/18/2022,4,22
6/18/2022,5,21
6/18/2022,6,18
6/18/2022,7,17
6/18/2022,8,18
6/18/2022,9,19
6/18/2022,10,22
6/18/2022,11,33
6/18/2022,12,38
6/18/2022,13,40
6/18/2022,14,41
6/18/2022,15,40
6/18/2022,16,44
6/18/2022,17,44
6/18/2022,18,48
6/18/2022,19,46
6/18/2022,20,45
6/18/2022,21,46
6/18/2022,22,46
6/18/2022,23,31
6/19/2022,0,26
6/19/2022,1,29
6/19/2022,2,23
6/19/2022,3,20
6/19/2022,4,17
6/19/2022,5,20
6/19/2022,6,15
6/19/2022,7,10
6/19/2022,8,15
6/19/2022,9,17
6/19/2022,10,19
6/19/2022,11,22
6/19/2022,12,24
6/19/2022,13,24
6/19/2022,14,28
6/19/2022,15,37
6/19/2022,16,47
6/19/2022,17,50
6/19/2022,18,54
6/19/2022,19,47
6/19/2022,20,36
6/19/2022,21,40
6/19/2022,22,32
6/19/2022,23,34
6/20/2022,0,25
6/20/2022,1,19
6/20/2022,2,19
6/20/2022,3,18
6/20/2022,4,12
6/20/2022,5,13
6/20/2022,6,10
6/20/2022,7,8
6/20/2022,8,11
6/20/2022,9,18
6/20/2022,10,24
6/20/2022,11,34
6/20/2022,12,42
6/20/2022,13,47
6/20/2022,14,44
6/20/2022,15,49
6/20/2022,16,58
6/20/2022,17,55
6/20/2022,18,49
6/20/2022,19,51
6/20/2022,20,47
6/20/2022,21,41
6/20/2022,22,36
6/20/2022,23,39
6/21/2022,0,31
6/21/2022,1,23
6/21/2022,2,19
6/21/2022,3,13
6/21/2022,4,15
6/21/2022,5,13
6/21/2022,6,12
6/21/2022,7,17
6/21/2022,8,19
6/21/2022,9,22
6/21/2022,10,31
6/21/2022,11,34
6/21/2022,12,40
6/21/2022,13,48
6/21/2022,14,60
6/21/2022,15,68
6/21/2022,16,64
6/21/2022,17,66
6/21/2022,18,64
6/21/2022,19,64
6/21/2022,20,62
6/21/2022,21,68
6/21/2022,22,59
6/21/2022,23,59
6/22/2022,0,63
6/22/2022,1,53
6/22/2022,2,45
6/22/2022,3,40
6/22/2022,4,34
6/22/2022,5,29
6/22/2022,6,28
6/22/2022,7,23
6/22/2022,8,23
6/22/2022,9,27
6/22/2022,10,29
6/22/2022,11,43
6/22/2022,12,51
6/22/2022,13,56
6/22/2022,14,64
6/22/2022,15,58
6/22/2022,16,56
6/22/2022,17,53
6/22/2022,18,51
6/22/2022,19,48
6/22/2022,20,57
6/22/2022,21,53
6/22/2022,22,57
6/22/2022,23,50
6/23/2022,0,46
6/23/2022,1,43
6/23/2022,2,37
6/23/2022,3,32
6/23/2022,4,32
6/23/2022,5,34
6/23/2022,6,33
6/23/2022,7,34
6/23/2022,8,36
6/23/2022,9,35
6/23/2022,10,34
6/23/2022,11,38
6/23/2022,12,40
6/23/2022,13,43
6/23/2022,14,47
6/23/2022,15,52
6/23/2022,16,56
6/23/2022,17,51
6/23/2022,18,45
6/23/2022,19,38
6/23/2022,20,38
6/23/2022,21,32
6/23/2022,22,26
6/23/2022,23,31
6/24/2022,0,25
6/24/2022,1,22
6/24/2022,2,21
6/24/2022,3,21
6/24/2022,4,19
6/24/2022,5,14
6/24/2022,6,13
6/24/2022,7,15
6/24/2022,8,20
6/24/2022,9,25
6/24/2022,10,25
6/24/2022,11,32
6/24/2022,12,29
6/24/2022,13,39
6/24/2022,14,48
6/24/2022,15,55
6/24/2022,16,58
6/24/2022,17,59
6/24/2022,18,60
6/24/2022,19,52
6/24/2022,20,56
6/24/2022,21,57
6/24/2022,22,58
6/24/2022,23,54
6/25/2022,0,50
6/25/2022,1,38
6/25/2022,2,34
6/25/2022,3,26
6/25/2022,4,20
6/25/2022,5,15
6/25/2022,6,16
6/25/2022,7,14
